participant,level,obj,x,y,success
5c532d18b7cf140001d30260,Basic_1,179.0,453.0,obj1,1
5c532d18b7cf140001d30260,Basic_2,403.0,233.0,obj3,1
5c532d18b7cf140001d30260,Comp_GapCatapult,441.0,577.0,obj1,0
5c532d18b7cf140001d30260,Comp_GapCatapult,150.0,392.0,obj3,0
5c532d18b7cf140001d30260,Comp_GapCatapult,476.0,578.0,obj2,0
5c532d18b7cf140001d30260,Comp_SoCloseLaunch,259.0,294.0,obj3,1
5c532d18b7cf140001d30260,Comp_UnboxSlope,305.0,415.0,obj1,0
5c532d18b7cf140001d30260,Comp_UnboxSlope,290.0,412.0,obj1,0
5c532d18b7cf140001d30260,Comp_UnboxSlope,92.0,566.0,obj1,0
5c532d18b7cf140001d30260,Mech_Launch_v2_0,80.0,571.0,obj1,1
5c532d18b7cf140001d30260,Mech_Launch_v2_1,132.0,560.0,obj2,1
5c532d18b7cf140001d30260,Mech_Launch_v2_2,541.0,576.0,obj2,0
5c532d18b7cf140001d30260,Mech_Launch_v2_2,532.0,576.0,obj3,1
5c532d18b7cf140001d30260,Mech_Launch_v2_3,128.0,368.0,obj1,1
5c532d18b7cf140001d30260,Mech_Launch_v2_4,503.0,550.0,obj3,0
5c532d18b7cf140001d30260,Mech_Launch_v2_4,500.0,571.0,obj1,0
5c532d18b7cf140001d30260,Mech_Launch_v2_4,319.0,191.0,obj3,0
5c532d18b7cf140001d30260,Mech_SoClose_0,53.0,488.0,obj3,1
5c532d18b7cf140001d30260,Mech_SoClose_1,464.0,374.0,obj2,1
5c532d18b7cf140001d30260,Mech_SoClose_2,170.0,451.0,obj1,1
5c532d18b7cf140001d30260,Mech_SoClose_3,171.0,348.0,obj1,1
5c532d18b7cf140001d30260,Mech_SoClose_4,467.0,377.0,obj1,1
5c532d18b7cf140001d30260,Playground,506.0,578.0,obj3,0
5c532d18b7cf140001d30260,Playground,521.0,574.0,obj3,0
5c532d18b7cf140001d30260,Playground,490.0,572.0,obj3,0
5c532d18b7cf140001d30260,Playground,437.0,552.0,obj1,0
5d0be24e352d630017a643be,Basic_1,529.6,97.4,obj1,0
5d0be24e352d630017a643be,Basic_1,178.6,189.4,obj1,1
5d0be24e352d630017a643be,Basic_2,401.6,233.4,obj3,1
5d0be24e352d630017a643be,Comp_GapCatapult,356.6,256.4,obj2,0
5d0be24e352d630017a643be,Comp_GapCatapult,553.6,253.4,obj2,0
5d0be24e352d630017a643be,Comp_GapCatapult,199.6,476.4,obj3,0
5d0be24e352d630017a643be,Comp_SoCloseLaunch,260.6,275.4,obj3,1
5d0be24e352d630017a643be,Comp_UnboxSlope,181.6,533.4,obj3,0
5d0be24e352d630017a643be,Comp_UnboxSlope,317.6,371.4,obj1,0
5d0be24e352d630017a643be,Comp_UnboxSlope,200.6,497.4,obj1,0
5d0be24e352d630017a643be,Mech_Launch_v2_0,41.6,242.4,obj3,0
5d0be24e352d630017a643be,Mech_Launch_v2_0,75.6,277.4,obj1,0
5d0be24e352d630017a643be,Mech_Launch_v2_0,103.6,298.4,obj2,0
5d0be24e352d630017a643be,Mech_Launch_v2_1,143.6,214.4,obj2,1
5d0be24e352d630017a643be,Mech_Launch_v2_2,522.6,438.4,obj3,1
5d0be24e352d630017a643be,Mech_Launch_v2_3,129.6,320.4,obj1,1
5d0be24e352d630017a643be,Mech_Launch_v2_4,485.6,355.4,obj2,0
5d0be24e352d630017a643be,Mech_Launch_v2_4,503.6,350.4,obj3,0
5d0be24e352d630017a643be,Mech_Launch_v2_4,485.6,332.4,obj1,0
5d0be24e352d630017a643be,Mech_SoClose_0,58.6,480.4,obj3,1
5d0be24e352d630017a643be,Mech_SoClose_1,457.6,352.4,obj2,0
5d0be24e352d630017a643be,Mech_SoClose_1,468.6,380.4,obj1,0
5d0be24e352d630017a643be,Mech_SoClose_1,481.6,446.4,obj1,0
5d0be24e352d630017a643be,Mech_SoClose_2,169.6,444.4,obj1,1
5d0be24e352d630017a643be,Mech_SoClose_3,175.6,321.4,obj1,1
5d0be24e352d630017a643be,Mech_SoClose_4,497.6,444.4,obj2,0
5d0be24e352d630017a643be,Mech_SoClose_4,490.6,464.4,obj2,0
5d0be24e352d630017a643be,Mech_SoClose_4,462.6,365.4,obj3,0
5d0be24e352d630017a643be,Playground,229.6,156.4,obj3,0
5d0be24e352d630017a643be,Playground,497.6,112.4,obj1,0
603415af8ffaaa1ada99d014,Basic_1,184.0,224.0,obj1,1
603415af8ffaaa1ada99d014,Basic_2,401.0,245.0,obj1,0
603415af8ffaaa1ada99d014,Basic_2,399.0,234.0,obj3,1
603415af8ffaaa1ada99d014,Comp_GapCatapult,478.0,572.0,obj2,0
603415af8ffaaa1ada99d014,Comp_GapCatapult,333.0,514.0,obj2,0
603415af8ffaaa1ada99d014,Comp_GapCatapult,141.0,476.0,obj3,1
603415af8ffaaa1ada99d014,Comp_SoCloseLaunch,161.0,289.0,obj3,0
603415af8ffaaa1ada99d014,Comp_SoCloseLaunch,264.0,264.0,obj3,1
603415af8ffaaa1ada99d014,Comp_UnboxSlope,121.0,563.0,obj1,0
603415af8ffaaa1ada99d014,Comp_UnboxSlope,297.0,576.0,obj2,1
603415af8ffaaa1ada99d014,Mech_Launch_v2_0,73.0,573.0,obj1,1
603415af8ffaaa1ada99d014,Mech_Launch_v2_1,126.0,254.0,obj2,1
603415af8ffaaa1ada99d014,Mech_Launch_v2_2,529.0,575.0,obj2,1
603415af8ffaaa1ada99d014,Mech_Launch_v2_3,131.0,311.0,obj1,1
603415af8ffaaa1ada99d014,Mech_Launch_v2_4,484.0,296.0,obj1,0
603415af8ffaaa1ada99d014,Mech_Launch_v2_4,412.0,280.0,obj1,0
603415af8ffaaa1ada99d014,Mech_Launch_v2_4,482.0,572.0,obj1,1
603415af8ffaaa1ada99d014,Mech_SoClose_0,56.0,486.0,obj3,1
603415af8ffaaa1ada99d014,Mech_SoClose_1,463.0,366.0,obj2,1
603415af8ffaaa1ada99d014,Mech_SoClose_2,165.0,459.0,obj1,1
603415af8ffaaa1ada99d014,Mech_SoClose_3,174.0,327.0,obj1,1
603415af8ffaaa1ada99d014,Mech_SoClose_4,464.0,361.0,obj1,1
603415af8ffaaa1ada99d014,Playground,518.0,313.0,obj3,0
603415af8ffaaa1ada99d014,Playground,533.0,279.0,obj1,0
603415af8ffaaa1ada99d014,Playground,532.0,150.0,obj1,0
603415af8ffaaa1ada99d014,Playground,514.0,552.0,obj1,0
603415af8ffaaa1ada99d014,Playground,553.0,423.0,obj1,0
603415af8ffaaa1ada99d014,Playground,554.0,436.0,obj1,0
603415af8ffaaa1ada99d014,Playground,558.0,333.0,obj1,0
603415af8ffaaa1ada99d014,Playground,532.0,327.0,obj3,0
603415af8ffaaa1ada99d014,Playground,548.0,318.0,obj1,0
612cd2f05da3662ad2de5b36,Basic_1,72.7465,187.254,obj3,0
612cd2f05da3662ad2de5b36,Basic_1,161.746,181.254,obj1,0
